id	text	category	cleaned_text
MA_YT2991	Sadharana sangikal anu mandatharam parayarullathu......... Athu vivaram ullla elarum manasil akum....	OFF	sadharana sangikal anu mandatharam parayarullathu. athu vivaram ullla elarum manasil akum.
MA_YT2992	Oru thayolikk kurupottiyallo kammikuttan	OFF	oru thayolikk kurupottiyallo kammikuttan
MA_YT2993	Ath shariya schooliloke poknavar kammikal akmarkm pakshe schoolinte padi polm kanatha vivara doshikaloke aanu sangikalaknath	OFF	ath shariya schooliloke poknavar kammikal akmarkm pakshe schoolinte padi polm kanatha vivara doshikaloke aanu sangikalaknath
MA_YT2994	@USER stark Aarthavthod ithra puchamullavar motta virinj ondaytharkm chanaka sangikal enki URL arthavmullavrde vote vangunathinu kozhpmundarno	OFF	user stark aarthavthod ithra puchamullavar motta virinj ondaytharkm chanaka sangikal enki url arthavmullavrde vote vangunathinu kozhpmundarno
MA_YT2995	C P M DRIVING SCHOOL VANDI UDEN SERVICE CHEYUKA PALA PROBLEMS KANIKAN THUDANGI	OFF	c p m driving school vandi uden service cheyuka pala problems kanikan thudangi
MA_YT2996	Areyum poori ennu vilikkum munpu iyaalum oru pooril ninnaanu vannathennu orkanam. Aa poorinte samskaaram. Cheta!!!	OFF	areyum poori ennu vilikkum munpu iyaalum oru pooril ninnaanu vannathennu orkanam. aa poorinte samskaaram. cheta!!!
MA_YT2997	Aanungal oru chukkum alla!!!. aanungalum pooreennu varunna oru janthu aanu.	OFF	aanungal oru chukkum alla!!!. aanungalum pooreennu varunna oru janthu aanu.
MA_YT2998	Avaru ithrayum vivaramillatha sthree aano kashtam teacher aanu polum ðŸ¤”	OFF	avaru ithrayum vivaramillatha sthree aano kashtam teacher aanu polum ðÿ¤
MA_YT2999	Ival enthoru kalliyanu ,teacher polum students,nte gatiyetavumo	OFF	ival enthoru kalliyanu ,teacher polum students,nte gatiyetavumo
MA_YT3000	ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ super....Puthiya Kavita copy adikkunna thirakkila..atha vechittu poyathu	OFF	ðÿ˜€ðÿ˜€ðÿ˜€ðÿ˜€ super.puthiya kavita copy adikkunna thirakkila.atha vechittu poyathu
MA_YT3001	Muslim girls convert cheyyumpol Ethupole Allavavarum support cheyyanam	OFF	muslim girls convert cheyyumpol ethupole allavavarum support cheyyanam
MA_YT3002	oru mathavum sariyalla ,,, daivam illa sahodari	NOT	oru mathavum sariyalla ,,, daivam illa sahodari
MA_YT3003	janmam thannu valarthy valuthakkiya maathaURL sneham eth mathathinodanu undakunnath?avarude kanneerinte bhalam ennenkilum anubhavikkum...maatha pithaa guruuu divam ennaanuu..ðŸ˜¢	NOT	janmam thannu valarthy valuthakkiya maathaurl sneham eth mathathinodanu undakunnath?avarude kanneerinte bhalam ennenkilum anubhavikkum.maatha pithaa guruuu divam ennaanuu.ðÿ˜¢
MA_YT3004	Correct ella muslimum ningalepole aayirunnenkil..	NOT	correct ella muslimum ningalepole aayirunnenkil.
MA_YT3005	"ashraf mohd.ashraf enikkum ulla samshayam athanu.jeevanulla,budhiyulla,samoohya may jeevikkunna,family life ulla orale engane anu """"matham matuka"""""	NOT	"ashraf mohd.ashraf enikkum ulla samshayam athanu.jeevanulla,budhiyulla,samoohya may jeevikkunna,family life ulla orale engane anu """"matham matuka"""""
MA_YT3006	ellarum swandam mathathil vishwasikkunnu.. porath ninnu influence cheyyan aalukal ullapolanu matham maarunnath.. swayam puthakam vaayich matham maarunnath valare churukkam	NOT	ellarum swandam mathathil vishwasikkunnu. porath ninnu influence cheyyan aalukal ullapolanu matham maarunnath. swayam puthakam vaayich matham maarunnath valare churukkam
MA_YT3007	*sangappifalk*um *moori*galkum palaozum ithinekkal valiya pani thannittund shaani. appozonnum ee naariye kandillallo	OFF	*sangappifalk*um *moori*galkum palaozum ithinekkal valiya pani thannittund shaani. appozonnum ee naariye kandillallo
MA_YT3008	Aale kootunna paripadi nadakkunnathanu bro.. islamil endu paranjittund ennulalthalla vishayam.. endu nadakkunnu ennullathanu	OFF	aale kootunna paripadi nadakkunnathanu bro. islamil endu paranjittund ennulalthalla vishayam. endu nadakkunnu ennullathanu
MA_YT3009	sooraj subramanian ninakku okke vattanu.. Parayunnathile nanma kanuga.. Arnab gowsamiyude news kanuka.. Manassilakum	NOT	sooraj subramanian ninakku okke vattanu. parayunnathile nanma kanuga. arnab gowsamiyude news kanuka. manassilakum
MA_YT3010	Shani chechi suprðŸ˜ mathangalk vendi kolavilikaaaan dhaivangal arodum paranjittilyaaa ..... shandhi evideyundo sneham evideyundo avideyaaaanu dhaivam kudikollunath âœŒðŸ»âœŒðŸ»iniyum velicham veezhathaaa samooohame onn chindhiku	NOT	shani chechi suprðÿ˜ mathangalk vendi kolavilikaaaan dhaivangal arodum paranjittilyaaa . shandhi evideyundo sneham evideyundo avideyaaaanu dhaivam kudikollunath âœœðÿ»âœœðÿ»iniyum velicham veezhathaaa samooohame onn chindhiku
MA_YT3011	ratheesh kumar TR chetti nite ammako....pengalko anu kadimuuthadu.....panna thayoli	OFF	ratheesh kumar tr chetti nite ammako.pengalko anu kadimuuthadu.panna thayoli
MA_YT3012	Podi pundachi mole ninnepolulla polayadichikalanu ee naadinte saapam chaaaani myru	OFF	podi pundachi mole ninnepolulla polayadichikalanu ee naadinte saapam chaaaani myru
MA_YT3013	Ethaano ninte samskaram oru sthreeye cheethavilikkunnathu	NOT	ethaano ninte samskaram oru sthreeye cheethavilikkunnathu
MA_YT3014	Oral vannu parenjal maaran mathram ullo matham....	NOT	oral vannu parenjal maaran mathram ullo matham.
MA_YT3015	bro lst varunna pravajagana URL jivikan alle munbu vanna pravajagar padipiche bro hindu vedagal ellam padiku Musliminteyum padiku oralu paranu ketu padikarud	NOT	bro lst varunna pravajagana url jivikan alle munbu vanna pravajagar padipiche bro hindu vedagal ellam padiku musliminteyum padiku oralu paranu ketu padikarud
MA_YT3016	Ath kand vannatha ippo full eURL irunn kaanua	NOT	ath kand vannatha ippo full eurl irunn kaanua
MA_YT3017	Face book me pazhichittu karyam illa.veli chadan Facebook thanne venamennilla.local call mathi. Chatting Venda talking mathi Pani kittikazhiyumbol ariyum chatting nte ruchiðŸ˜¨	OFF	face book me pazhichittu karyam illa.veli chadan facebook thanne venamennilla.local call mathi. chatting venda talking mathi pani kittikazhiyumbol ariyum chatting nte ruchiðÿ˜¨
MA_YT3018	Eallavrum agne alla njngal ty mrgee facebook panayam annu.njnglum happy annu randu family um happy anu	NOT	eallavrum agne alla njngal ty mrgee facebook panayam annu.njnglum happy annu randu family um happy anu
MA_YT3019	@USER Lichu Pani kittanda kann thurann ee kaanunnathokke kandaal pore bro	NOT	user lichu pani kittanda kann thurann ee kaanunnathokke kandaal pore bro
MA_YT3020	Im a teacher but ithuvareyayittum fb illa.. Athu illathond onnum sambhavichittum illa. Fb venamennilla ithupole relation undavan but ennalum athum oru platform aanu.. Sahajaryam illathakkalaanu nallathu	NOT	im a teacher but ithuvareyayittum fb illa. athu illathond onnum sambhavichittum illa. fb venamennilla ithupole relation undavan but ennalum athum oru platform aanu. sahajaryam illathakkalaanu nallathu
MA_YT3021	@USER Palemad Aano?ðŸ¤”ðŸ¤”Ennaalum YouTube nekaal varumo? mia kitchen, Annammachettathi,Village food channel etc ...Naadan food aa ishtam...	NOT	user palemad aano?ðÿ¤ðÿ¤ennaalum youtube nekaal varumo? mia kitchen, annammachettathi,village food channel etc .naadan food aa ishtam.
MA_YT3022	@USER Palemad URL receipe Okke ellaarum copy aann enikkum thonneettund...URL puthiya ideas okke nallathalle? BROTHER	NOT	user palemad url receipe okke ellaarum copy aann enikkum thonneettund.url puthiya ideas okke nallathalle? brother
MA_YT3023	suddham aayi .... krishi cheytha manjal veettil unakki podikkuka.... ee podi nellikkaa neeril cherthu ravile kazhichaal... .... roga prathirodhathinum prameha niyanthranathinum valare nallathu....	NOT	suddham aayi . krishi cheytha manjal veettil unakki podikkuka. ee podi nellikkaa neeril cherthu ravile kazhichaal. . roga prathirodhathinum prameha niyanthranathinum valare nallathu.
MA_YT3024	edaa p k shibu mairan... nee swaasam ullilekkedukkuka .... URL vidaruthu...edukkukayum aruthu.... ninte pinu daivathe orthu kidakkuka.... angane ninte kaaryam pittedivasam charama kolathil....	OFF	edaa p k shibu mairan. nee swaasam ullilekkedukkuka . url vidaruthu.edukkukayum aruthu. ninte pinu daivathe orthu kidakkuka. angane ninte kaaryam pittedivasam charama kolathil.
MA_YT3025	Ee nari vndum irangiyo.ithinu arrest onnumille	OFF	ee nari vndum irangiyo.ithinu arrest onnumille
MA_YT3026	Eyyalalle europe , itali evide ellam tour cheytha ssami.	NOT	eyyalalle europe , itali evide ellam tour cheytha ssami.
MA_YT3027	Ivane kond vallia shalliamanallo... Ivanante real name shasi enna... Expand cheithapo santheep ennayi	OFF	ivane kond vallia shalliamanallo. ivanante real name shasi enna. expand cheithapo santheep ennayi
MA_YT3028	Vannallo kalla commie Shibu...	OFF	vannallo kalla commie shibu.
MA_YT3029	Keezh shwasam 15 ennunnathu URL nirthuvaan aanu shibu sir upadeshichathu.	OFF	keezh shwasam 15 ennunnathu url nirthuvaan aanu shibu sir upadeshichathu.
MA_YT3030	Ivanoke ethu konathile swamiya...	OFF	ivanoke ethu konathile swamiya.
MA_YT3031	Aashramam katthiyappol ambulance varunnadhine munpe avide ettiya oru minister nammuk unde.	NOT	aashramam katthiyappol ambulance varunnadhine munpe avide ettiya oru minister nammuk unde.
MA_YT3032	Ee thayolikku sathyathil vattu URL	OFF	ee thayolikku sathyathil vattu url
MA_YT3033	E Pattiye enthina Swamy ennu parayunnathu.	OFF	e pattiye enthina swamy ennu parayunnathu.
MA_YT3034	Oru varolakkum angeekaram kodukkaruthu ,Health dipartment nirdhesangal mathram kelkuka .ðŸ¤—coronakku chikitsayayi Ayurveda ,Unani Homeo Sidha onnum sweekarikkaruthu , Coronakku Adhunika VAIDYA sasthrathilum marunnilla athinlla vacsin , marunnukal kanduURL lokam muzhuvan sramam nadakkunnu .	OFF	oru varolakkum angeekaram kodukkaruthu ,health dipartment nirdhesangal mathram kelkuka .ðÿ¤—coronakku chikitsayayi ayurveda ,unani homeo sidha onnum sweekarikkaruthu , coronakku adhunika vaidya sasthrathilum marunnilla athinlla vacsin , marunnukal kanduurl lokam muzhuvan sramam nadakkunnu .
MA_YT3035	Enniku 10 varey enniyapo thooran mutti athu preshnamanno kundi shibu	OFF	enniku 10 varey enniyapo thooran mutti athu preshnamanno kundi shibu
MA_YT3036	Asma ullavarkku swasam URL saadhikkilla....appo kovid 19 aano....kuntham	NOT	asma ullavarkku swasam url saadhikkilla.appo kovid 19 aano.kuntham
MA_YT3037	ETHOKE MUNPE ARINJATHANU..EVANU EPOZHA URAKKAM THELINJATH	NOT	ethoke munpe arinjathanu.evanu epozha urakkam thelinjath
MA_YT3038	CPM kaarude samskaaranamaanu peedanakesukal divasavum kaanunnadu. RSS Kaare kudukkan aashramam kathicha ee naayinye Mon aanu valiya samskaaranamaanu pranaamam	OFF	cpm kaarude samskaaranamaanu peedanakesukal divasavum kaanunnadu. rss kaare kudukkan aashramam kathicha ee naayinye mon aanu valiya samskaaranamaanu pranaamam
MA_YT3039	Swami. Hindu darmam. Parayunnu. Matullavar. Vargeeyatha. Parayunnu.	NOT	swami. hindu darmam. parayunnu. matullavar. vargeeyatha. parayunnu.
MA_YT3040	P.K. SHIBOO HIMALAYAMOKKE KANIKKAMENNU PARANJU PAVAMGALE PATTIKKUNNATHU THAN NIRTHIYO?	OFF	p.k. shiboo himalayamokke kanikkamennu paranju pavamgale pattikkunnathu than nirthiyo?
MA_YT3041	Sandeepananda Ahsramam kathicha aline kittiyo	NOT	sandeepananda ahsramam kathicha aline kittiyo
MA_YT3042	Ee kilavan tayoli arada maire?	OFF	ee kilavan tayoli arada maire?
MA_YT3043	Aduthirunnu chirikkunna muthupoori etha	OFF	aduthirunnu chirikkunna muthupoori etha
MA_YT3044	@USER k motham feminist aanenn thankalk enganea parayan pattum.pnea booribagam indennu karuthi nyoonapakshathinte avakashathe ethirkkan arkum kazhiyilla.	NOT	user k motham feminist aanenn thankalk enganea parayan pattum.pnea booribagam indennu karuthi nyoonapakshathinte avakashathe ethirkkan arkum kazhiyilla.
MA_YT3045	@USER k shabarimalayil yuvathikal kayararuth ennullathinte oru karanam thankal para	NOT	user k shabarimalayil yuvathikal kayararuth ennullathinte oru karanam thankal para
MA_YT3046	@USER manchirackal Rahul ishwaran ippol kurachu bhudi vannu thudagginnu thonnunu eppol puli ithu agenda aanennu endakkayo paranjannu kettu	NOT	user manchirackal rahul ishwaran ippol kurachu bhudi vannu thudagginnu thonnunu eppol puli ithu agenda aanennu endakkayo paranjannu kettu
MA_YT3047	Chila strigal ee vidikku ethirayi parayunnu kettu onnu chodichote avarodu aapol deivathite munbil niggal aarum alla Alle nigalggu ardavam thanna deivam thanne niggale vendannu vechu ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ ithinannu parayunne manushyan undakkiya aajaragalil thettugal endu.	NOT	chila strigal ee vidikku ethirayi parayunnu kettu onnu chodichote avarodu aapol deivathite munbil niggal aarum alla alle nigalggu ardavam thanna deivam thanne niggale vendannu vechu ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ ithinannu parayunne manushyan undakkiya aajaragalil thettugal endu.
MA_YT3048	Neeyokke aanu ee unnaakkanu avasarangal veendum kodukunne	OFF	neeyokke aanu ee unnaakkanu avasarangal veendum kodukunne
MA_YT3049	Aanu . URL aarkka avasaram kodukkande ninneyokke pole visham thinnan parayunnavarko.	OFF	aanu . url aarkka avasaram kodukkande ninneyokke pole visham thinnan parayunnavarko.
MA_YT3050	Ottaka moothram kudikkunna 6aam noottaandu barbariansinte kaaryam para	NOT	ottaka moothram kudikkunna 6aam noottaandu barbariansinte kaaryam para
MA_YT3051	ninte pathu thalamura chathu thulayum da pathu thanthakku undaya oole	OFF	ninte pathu thalamura chathu thulayum da pathu thanthakku undaya oole
MA_YT3052	SuperUncorrupted swantham pere polum oru youtube profilil idan ulla kunna bhelam illata neeyode chekka thanteke parayene	OFF	superuncorrupted swantham pere polum oru youtube profilil idan ulla kunna bhelam illata neeyode chekka thanteke parayene
MA_YT3053	@USER kunimal Veruthe thannal enthum sweekarikkumo? Iyal cheyyunath udayipp aanenn samathikkan enthanitra madi. Aale pattikkunath engane aan manushyasneham aavuka?	NOT	user kunimal veruthe thannal enthum sweekarikkumo? iyal cheyyunath udayipp aanenn samathikkan enthanitra madi. aale pattikkunath engane aan manushyasneham aavuka?
MA_YT3054	Enthayalum eppolathe private hosURL il poyi kodukkuna paisa onnum kodukkenda	NOT	enthayalum eppolathe private hosurl il poyi kodukkuna paisa onnum kodukkenda
MA_YT3055	Alopthikaru ninaku egotu cash tharumayiriku	NOT	alopthikaru ninaku egotu cash tharumayiriku
MA_YT3056	Koronnakke vellathil thupURL Vishudamaya marunennu paranju kodukkuna tathayude vedio kandinoo igalle	NOT	koronnakke vellathil thupurl vishudamaya marunennu paranju kodukkuna tathayude vedio kandinoo igalle
MA_YT3057	@USER Kareem Choorakkuth oo allam sangikalda kuzhappam alla maira poiii ummb	OFF	user kareem choorakkuth oo allam sangikalda kuzhappam alla maira poiii ummb
MA_YT3058	Onnu poda .. bro ayalude chikilsaykku poyittundo... Poyarunnel ingane parayilla	NOT	onnu poda . bro ayalude chikilsaykku poyittundo. poyarunnel ingane parayilla
MA_YT3059	Correct thanne tamilnaduilum oru pavathinai arrest chithundu	NOT	correct thanne tamilnaduilum oru pavathinai arrest chithundu
MA_YT3060	Alopathyaekall kollatharam aanu evante aduthu pooyal ...etra roopayannu evan idakunnathu ennu ariyammoo ..	OFF	alopathyaekall kollatharam aanu evante aduthu pooyal .etra roopayannu evan idakunnathu ennu ariyammoo .
MA_YT3061	ne pokandada uvve allopathyil....aarka ethra nirbandham?	NOT	ne pokandada uvve allopathyil.aarka ethra nirbandham?
MA_YT3062	Aa 24 news channel oru interview undayarunu.. ellarum athu onnu kandu nookhu	NOT	aa 24 news channel oru interview undayarunu. ellarum athu onnu kandu nookhu
MA_YT3063	Ayal verum kallananu ...cancerinu enter sisterkku marunnunnu koduthatha last critical aayi .naari	OFF	ayal verum kallananu .cancerinu enter sisterkku marunnunnu koduthatha last critical aayi .naari
MA_YT3064	Real story film ayi varum. ..variyankunnan ðŸ–ðŸ·ðŸ½	NOT	real story film ayi varum. .variyankunnan ðÿ–ðÿ·ðÿ½
MA_YT3065	Research cheytu real story arinjat kondanu URL	NOT	research cheytu real story arinjat kondanu url
MA_YT3066	Nee poda oole... Nattellulla anungal vere und	OFF	nee poda oole. nattellulla anungal vere und
MA_YT3067	Teevravaadi Modi varae pm ayillaee.... URL enthu	OFF	teevravaadi modi varae pm ayillaee. url enthu
MA_YT3068	Thaliban freedom fighter ano ....variyan kunnath anu .....shoe nakki galkk endh freedom fight alleðŸ˜…	OFF	thaliban freedom fighter ano .variyan kunnath anu .shoe nakki galkk endh freedom fight alleðÿ˜…
MA_YT3069	Eee naariyano ezhuthiyath... Ashik abuvinnn thettt patiyooo	OFF	eee naariyano ezhuthiyath. ashik abuvinnn thettt patiyooo
MA_YT3070	Back bone nattellu ðŸ¦´ athu strong aavanam allathe eee dialogs maathram poraaa	OFF	back bone nattellu ðÿ¦´ athu strong aavanam allathe eee dialogs maathram poraaa
MA_YT3071	Nattallillayma oru proudyayi nadakkarudhu, erangy podai	OFF	nattallillayma oru proudyayi nadakkarudhu, erangy podai
MA_YT3072	Eee idiot ano script ezhuthunnath. Evanu renji panikkarude shoe nakkan merit Ella.	OFF	eee idiot ano script ezhuthunnath. evanu renji panikkarude shoe nakkan merit ella.
MA_YT3073	Illa gujerath kalapa theevrevathi modi ye kurich edukkum	OFF	illa gujerath kalapa theevrevathi modi ye kurich edukkum
MA_YT3074	Suresh goURL palerudeyum rashtriyam dileep vare munkala vargiya rashtriyam nokiyallo hindava samskaram cinmiyil adichelpikunna ee kalath vera panniyonumille	OFF	suresh gourl palerudeyum rashtriyam dileep vare munkala vargiya rashtriyam nokiyallo hindava samskaram cinmiyil adichelpikunna ee kalath vera panniyonumille
MA_YT3075	Kalla fraud nÃ©e padam irakunnathu kananam... variyam kunnane gloryfy cheithu nee irakkilla	OFF	kalla fraud nã©e padam irakunnathu kananam. variyam kunnane gloryfy cheithu nee irakkilla
MA_YT3076	Nannayi ashikum rajuttenum mathi	NOT	nannayi ashikum rajuttenum mathi
MA_YT3077	Varian kunna yude kalaapam keralathile jihadikal ozhichullavarkku ariyam.terorist sponsored filim	OFF	varian kunna yude kalaapam keralathile jihadikal ozhichullavarkku ariyam.terorist sponsored filim
MA_YT3078	Suduvine support cheyyuna sudu channel.poyi oombeda myrole	OFF	suduvine support cheyyuna sudu channel.poyi oombeda myrole
MA_YT3079	Evan orikalum ethil ninum pin vangila ethinu URL ntho Kali und.	NOT	evan orikalum ethil ninum pin vangila ethinu url ntho kali und.
MA_YT3080	Ooooola pedich URL naanamille aanennu parayan.	OFF	ooooola pedich url naanamille aanennu parayan.
MA_YT3081	ennal cherupp nakki chavarkkare vech oru padamedukk..chaanaga supportodu koodi	OFF	ennal cherupp nakki chavarkkare vech oru padamedukk.chaanaga supportodu koodi
MA_YT3082	Theettangalkkk endina rameeseee marupadi kodukkunbaddddd ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…	OFF	theettangalkkk endina rameeseee marupadi kodukkunbaddddd ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…
MA_YT3083	Onnu fames aayallo mmmmm pokkooo	NOT	onnu fames aayallo mmmmm pokkooo
MA_YT3084	Maududi aashayangal URL sankadanakal ozhivakkanam.islamika rajyam indakkan padi padiyaayi sramikkanam ennanu maududi parayunnath. Variyamkunnath haji britishukarkkethire poradiya aalayirunnu.ayalude yadartha charithram parayan RSS num maududikalkkum kazhiyilla.	NOT	maududi aashayangal url sankadanakal ozhivakkanam.islamika rajyam indakkan padi padiyaayi sramikkanam ennanu maududi parayunnath. variyamkunnath haji britishukarkkethire poradiya aalayirunnu.ayalude yadartha charithram parayan rss num maududikalkkum kazhiyilla.
MA_YT3085	Aaru URL padam irangiya mathi	NOT	aaru url padam irangiya mathi
MA_YT3086	Ivanano itreyum valiya cinemayude script ezhuthunnatu, aa scriptinte avastha enthano kashtam	OFF	ivanano itreyum valiya cinemayude script ezhuthunnatu, aa scriptinte avastha enthano kashtam
MA_YT3087	Konnaalum, marichalum jeevan nashtapettu	NOT	konnaalum, marichalum jeevan nashtapettu
MA_YT3088	Evallyum avan yum sareeyaknum	OFF	evallyum avan yum sareeyaknum
MA_YT3089	modiyude degree certificate kittumo suhrthe....... athu pole modi vagdanam cheytha 15 laksham	OFF	modiyude degree certificate kittumo suhrthe. athu pole modi vagdanam cheytha 15 laksham
MA_YT3090	@USER JOSEPH avanavan kuzhikkunna kuzhikalil pathikunnu gulumaal........ valare arrthavathaaya ashareeri.... Dr. Manmohan Singh ithu kettittundaayirikkanam...	NOT	user joseph avanavan kuzhikkunna kuzhikalil pathikunnu gulumaal. valare arrthavathaaya ashareeri. dr. manmohan singh ithu kettittundaayirikkanam.
MA_YT3091	munb oral channel charchayill vann ithu pole abyasam kaanichatha.... othilla othillaa	NOT	munb oral channel charchayill vann ithu pole abyasam kaanichatha. othilla othillaa
MA_YT3092	@USER akkoth veetil irikuna ammaye parayunadu Sheri ano thayoli mone	OFF	user akkoth veetil irikuna ammaye parayunadu sheri ano thayoli mone
MA_YT3093	@USER j ningalum sangeeta nisayile angamano alla pakal commi rathri sydapURL talatottappanmar navoddanam hindukkalute matram annakkil atichu ketti matetaratwam udarikkan narakkunnavaralle	OFF	user j ningalum sangeeta nisayile angamano alla pakal commi rathri sydapurl talatottappanmar navoddanam hindukkalute matram annakkil atichu ketti matetaratwam udarikkan narakkunnavaralle
MA_YT3094	enthinado ithilum matham kuthikettunne	NOT	enthinado ithilum matham kuthikettunne
MA_YT3095	Nanam ellallo Sandeep warrier Jai vilikkan	NOT	nanam ellallo sandeep warrier jai vilikkan
MA_YT3096	E rema ashiaq,abu aanu bhavanye rashikkan nilkkunnathu.kammitton ethrayanu	OFF	e rema ashiaq,abu aanu bhavanye rashikkan nilkkunnathu.kammitton ethrayanu
MA_YT3097	Sathyam thuranuparanja thangalku erikatte oru kuthira pawan	NOT	sathyam thuranuparanja thangalku erikatte oru kuthira pawan
MA_YT3098	Hotel raniyyo athentha anganne paranjathu	NOT	hotel raniyyo athentha anganne paranjathu
MA_YT3099	@USER Hasi aaru paranju sahodarri athokke veruthe chumma parayunathakkumm	NOT	user hasi aaru paranju sahodarri athokke veruthe chumma parayunathakkumm
MA_YT3100	@USER Hasi dear madam athokke jealousy ullavar parayyunathakkum nthinna avarokke anganne cheyyunne nthu benefit	NOT	user hasi dear madam athokke jealousy ullavar parayyunathakkum nthinna avarokke anganne cheyyunne nthu benefit
MA_YT3101	Policha mathiyude vertical crackil adichu kudairunno	NOT	policha mathiyude vertical crackil adichu kudairunno
MA_YT3102	Ashik SFI kaaranaanu... union cherman vare aayrunuðŸ˜ƒðŸ˜ƒ	NOT	ashik sfi kaaranaanu. union cherman vare aayrunuðÿ˜ƒðÿ˜ƒ
MA_YT3103	Ithinte idayilude shakalam vargeeyatha....alle...	NOT	ithinte idayilude shakalam vargeeyatha.alle.
MA_YT3104	Ariyathe vayya choriyathe vayya superrrrrrrrrrrrrrrrrrrr. Kollendidathu kondu.	NOT	ariyathe vayya choriyathe vayya superrrrrrrrrrrrrrrrrrrr. kollendidathu kondu.
MA_YT3105	ustadinte theettam avanum khatheebinte moothram krimi kallingal inum ishtam	OFF	ustadinte theettam avanum khatheebinte moothram krimi kallingal inum ishtam
MA_YT3106	Theetathine thinnan patilla karanam theetathine kalyanam kazhicha aalanu mr..hashish abu..theetathile krimi aanu onte barya	OFF	theetathine thinnan patilla karanam theetathine kalyanam kazhicha aalanu mr.hashish abu.theetathile krimi aanu onte barya
MA_YT3107	Sandeep warrier polichu....ith ethayalm purath konduvannath nannayi. Ithilento tharikita ond othkali ath aarokke koode aanenn vaikathe purath varum	NOT	sandeep warrier polichu.ith ethayalm purath konduvannath nannayi. ithilento tharikita ond othkali ath aarokke koode aanenn vaikathe purath varum
MA_YT3108	As mairante sabdham mute cueythal njanum subscribe cheythrney	OFF	as mairante sabdham mute cueythal njanum subscribe cheythrney
MA_YT3109	Ennittu veanam aa kasilu adutha padameukkan.	NOT	ennittu veanam aa kasilu adutha padameukkan.
MA_YT3110	@USER truth yes, Mani sir ne athu pole ee punnara mon apamanichittundu,	OFF	user truth yes, mani sir ne athu pole ee punnara mon apamanichittundu,
MA_YT3111	@USER MC Ayal kaikkooli medichittundenkil ayale kaliyakkiyal entha prashnam?	NOT	user mc ayal kaikkooli medichittundenkil ayale kaliyakkiyal entha prashnam?
MA_YT3112	NAMBOORIIKK KUNDI KODUTHO NINTE AMMA	OFF	nambooriikk kundi kodutho ninte amma
MA_YT3113	@USER Kutti KT a gujarath pathram nokiyal Ariyam Kala panaakkarum kalla kadath ,	NOT	user kutti kt a gujarath pathram nokiyal ariyam kala panaakkarum kalla kadath ,
MA_YT3114	Ashikum abuvum rimayum motham fraud aanu ennu thonnunnu	OFF	ashikum abuvum rimayum motham fraud aanu ennu thonnunnu
MA_YT3115	Kodikanakinu paisa film produce cheyth puli undaki.. Enitum theernilla avanthaa aarthi......	OFF	kodikanakinu paisa film produce cheyth puli undaki. enitum theernilla avanthaa aarthi.
MA_YT3116	Ashikkinum Rimakum, Ante Vaka Oru dassen CONDAM,10 Mathivarathathum.,Oru Cup Arthava Rekthavum	OFF	ashikkinum rimakum, ante vaka oru dassen condam,10 mathivarathathum.,oru cup arthava rekthavum
MA_YT3117	Idhonnum athra moshamulla kaaryangal alla bhai...neeyum Aashiq abuvum ee condom failure il aarthava rakthathil janichavara...	OFF	idhonnum athra moshamulla kaaryangal alla bhai.neeyum aashiq abuvum ee condom failure il aarthava rakthathil janichavara.
MA_YT3118	Uppu thinnavar vellam kudikkatte :D	NOT	uppu thinnavar vellam kudikkatte :d
MA_YT3119	Vandi cheque koduthath aara??	NOT	vandi cheque koduthath aara??
MA_YT3120	Athil aalle kootti cash undaakkiyittilla...lip sinc cheythu paadi enne ollu...sankhatakar theerumanicha programinu motham nashttam vannittundel athu swayam etteduth 3 cr roopayollam lallettan annu thanne koduthu theerthu...ini unneccessary talks undaakaathirikkan...orma ille?	NOT	athil aalle kootti cash undaakkiyittilla.lip sinc cheythu paadi enne ollu.sankhatakar theerumanicha programinu motham nashttam vannittundel athu swayam etteduth 3 cr roopayollam lallettan annu thanne koduthu theerthu.ini unneccessary talks undaakaathirikkan.orma ille?
MA_YT3121	â€œNammal enthinu kattuâ€ ennula party classile chodhythinula utharam Crystal clear aayi ningal paranju thannu Adv Jayashankar	NOT	â€œnammal enthinu kattuâ€ ennula party classile chodhythinula utharam crystal clear aayi ningal paranju thannu adv jayashankar
MA_YT3122	Rima condom vangan annoo alliya,ðŸ˜ŠðŸ˜Š	OFF	rima condom vangan annoo alliya,ðÿ˜šðÿ˜š
MA_YT3123	Daivam poruthu tharatte sahodara..entha avante ammayum achanum cheytha thettu ..sahodara nee marupadi tharanam njan eppozhengilum nokkikkollam	NOT	daivam poruthu tharatte sahodara.entha avante ammayum achanum cheytha thettu .sahodara nee marupadi tharanam njan eppozhengilum nokkikkollam
MA_YT3124	Ashiq abuvine 50 paisa ayachu kodukkanam....	NOT	ashiq abuvine 50 paisa ayachu kodukkanam.
MA_YT3125	Hay Nalla oru Thriller Kadha ketta Sukham.....Nalla Rasakaramaaya Avatharanam, Jayasankar Sir.....	NOT	hay nalla oru thriller kadha ketta sukham.nalla rasakaramaaya avatharanam, jayasankar sir.
